Tiêu đề,Nguyên liệu,Sơ chế,Thực hiện,Cách dùng,Mách nhỏ,Thực đơn,Lời khuyên
Cá chiên giòn xốt chanh ớt,"Phi lê cá bớp : 600g, Xốt tương cà : 1/2 chén, Nước dừa tươi : 1 chén, Thì là băm : 1m, Húng lủi : 5 cây, Hành tỏi băm, Dầu ăn, đường, mật ong, nước chanh, ớt bột Paprika, nước bột năng, Gia vị nêm sẵn Aji-Quick® Bột chiên giòn, Hạt nêm Aji-ngon® Heo, Phi lê cá bớp : 600g, Xốt tương cà : 1/2 chén, Nước dừa tươi : 1 chén, Thì là băm : 1m, Húng lủi : 5 cây, Hành tỏi băm, Dầu ăn, đường, mật ong, nước chanh, ớt bột Paprika, nước bột năng, Gia vị nêm sẵn Aji-Quick® Bột chiên giòn, Hạt nêm Aji-ngon® Heo",,,,Ướp chanh và thì là băm nhỏ vào cá để khử mùi tanh và tạo mùi thơm cho món ăn.Cho ớt bột Paprika vào món ăn để tạo hương vị đặc trưng.,,
Salad măng cụt,"Tôm sú lột vỏ, chừa đuôi, chẻ lưng : 200g, Măng cụt : 1.5 kg, Hạt điều khô, rang vàng, giã bể : 50g, Húng lủi cắt nhỏ : 1M, Sữa đặc : 2M, Sữa chua dâu : 1 hủ, Dầu ăn, muối, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Gia vị nêm sẵn Aji-Quick® Bột tẩm khô chiên giòn, Tôm sú lột vỏ, chừa đuôi, chẻ lưng : 200g, Măng cụt : 1.5 kg, Hạt điều khô, rang vàng, giã bể : 50g, Húng lủi cắt nhỏ : 1M, Sữa đặc : 2M, Sữa chua dâu : 1 hủ, Dầu ăn, muối, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Gia vị nêm sẵn Aji-Quick® Bột tẩm khô chiên giòn",,,,"Ngâm măng cụt với nước chanh để măng cụt không bị đen.Chọn măng cụt có cuống tươi, vỏ chuyển màu nâu nhạt, trái đủ già để món ăn ngon hơn.",,
Canh cải gói thịt gà nấm hương,"Cải thảo 15 lá, Thịt nạc dăm xay 70g, Thịt ức gà xay 100g, Bắp Mĩ 1/2 trái, Hành lá 10 cọng (lấy phần lá xanh, dài khoảng 20 cm), Nấm hương 30g, Cà rốt băm nhỏ 20g, Gia vị: muối, tiêu, nước mắm, Hành lá xắt nhỏ, hành tím băm, ngò rí, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Gà, Cải thảo 15 lá, Thịt nạc dăm xay 70g, Thịt ức gà xay 100g, Bắp Mĩ 1/2 trái, Hành lá 10 cọng (lấy phần lá xanh, dài khoảng 20 cm), Nấm hương 30g, Cà rốt băm nhỏ 20g, Gia vị: muối, tiêu, nước mắm, Hành lá xắt nhỏ, hành tím băm, ngò rí, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Gà",,,"Múc canh ra tô, rắc thêm tiêu, dùng nóng.",Chọn lá cải thảo lớn để dễ gói.Thêm thịt nạc dăm vào giúp phần nhân mềm mại hơn và không bị khô.,,
Cá lóc kho củ cải,"Cá lóc: 1 con (500g), Củ cải trắng: 300g, Rau ghém: xà lách, rau muống bào, cây chuối bào, cọng súng bào, rau thơm, Hành lá, ớt, tiêu, muối, đường, Nước mắm, dầu ăn, Hạt nêm Aji-ngon® Heo, Cá lóc: 1 con (500g), Củ cải trắng: 300g, Rau ghém: xà lách, rau muống bào, cây chuối bào, cọng súng bào, rau thơm, Hành lá, ớt, tiêu, muối, đường, Nước mắm, dầu ăn, Hạt nêm Aji-ngon® Heo",,,,"Dùng nước luộc củ cải để kho cá giúp cá thơm ngon hơn.Chọn củ cải nhỏ kho sẽ ngon, ngọt và thơm hơn củ cải lớn.",,
Thỏ nấu rượu vang đỏ,"- Thỏ: 1kg, - Hành tây: 1/2 củ, - Cà rốt: 1/2 củ, - Cần tây, boaro, lá thơm, - Bột mì, cà chua hộp, rượu vang đỏ, Hạt nêm Aji-ngon® Heo, - Thỏ: 1kg, - Hành tây: 1/2 củ, - Cà rốt: 1/2 củ, - Cần tây, boaro, lá thơm, - Bột mì, cà chua hộp, rượu vang đỏ, Hạt nêm Aji-ngon® Heo",,,,Ướp thịt thỏ với thời gian ít nhất là 24 tiếng để món ăn có mùi vị đặc trưng của rượu vang.Đun cạn bớt rượu vang để loại bỏ lượng cồn trong rượu vì cồn sẽ làm cho nước xốt có vị đắng và chua.,,
Sandwich trứng cút mayonnaise,"Bánh mì sandwich: 8 lát, Trứng cút: 16 quả, Gia vị lá thơm, Tiêu trắng, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Bánh mì sandwich: 8 lát, Trứng cút: 16 quả, Gia vị lá thơm, Tiêu trắng, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản",,,Dùng nóng. Món ăn ngon đi kèm:Trà sữa trân châu đường đen,"Chọnbánh mìsandwich mới để khi nướng bánh giòn bên ngoài, bên trong vẫn mềm, xốp.",,
Bò cuộn rong biển,"Bò xay: 200g, Thanh cua: 200g, Rong biển lá khô: 3 lá (12g), Hành tây:	1/2 củ (40g), Đậu phộng: 1/2m (6.5g), Gói bột chiên giòn: 2M, Xà lách: 3/4 bắp (60g), Tiêu: 1/2m, Tỏi băm: 1/2m, Hành lá: 1 nhánh, Dầu ăn: 1M (10g), Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản: 20g, Nước tương: 1M (13g), Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Gia vị nêm sẵn Aji-Quick® Bột tẩm khô chiên giòn, Bò xay: 200g, Thanh cua: 200g, Rong biển lá khô: 3 lá (12g), Hành tây:	1/2 củ (40g), Đậu phộng: 1/2m (6.5g), Gói bột chiên giòn: 2M, Xà lách: 3/4 bắp (60g), Tiêu: 1/2m, Tỏi băm: 1/2m, Hành lá: 1 nhánh, Dầu ăn: 1M (10g), Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản: 20g, Nước tương: 1M (13g), Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Gia vị nêm sẵn Aji-Quick® Bột tẩm khô chiên giòn",,,"Xếp xà lách lên dĩa, cho cuộn rong biển vào, rắc đậu phông rang giã lên trên, rưới thêm dầu hành. Chấm kèm với Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản Nước tương “Phú Sĩ”. Món ăn ngon đi kèm:Súp cồi điệp rau củ","Chọn thịt bò xay có lẫn mỡ sẽ giúp món ăn ngon hơn.Dùng gói gia vị nêm sẵn Aji-Quick® BỘT TẨM KHÔ CHIÊN GIÒN bước trộn nhân giúp món ăn tăng hương vị, ngon hơn.",,
Bún quậy,"Tôm tươi nguyên vỏ	300g, Chả cá thác lác	150g, Mực ống 	4 con, Sả cây	2 cây, Hành tím	3 củ, Tôm khô	100g, Bún khô sợi nhỏ	800g, Tắc trái	6 quả, Hành lá	2 cây, Ớt tươi	2 trái, RAU NÊM: Hành ngò cắt nhỏ, ĂN KÈM: Xà lách, húng quế, giá, ớt, Gia vị: Dầu ăn, đường, muối, tiêu, hành tím băm, sả băm, Hạt nêm Aji-ngon® Heo, Tôm tươi nguyên vỏ	300g, Chả cá thác lác	150g, Mực ống 	4 con, Sả cây	2 cây, Hành tím	3 củ, Tôm khô	100g, Bún khô sợi nhỏ	800g, Tắc trái	6 quả, Hành lá	2 cây, Ớt tươi	2 trái, RAU NÊM: Hành ngò cắt nhỏ, ĂN KÈM: Xà lách, húng quế, giá, ớt, Gia vị: Dầu ăn, đường, muối, tiêu, hành tím băm, sả băm, Hạt nêm Aji-ngon® Heo",,,Món ăn ngon đi kèm:Nước ép táo quýt bó xôi,Giữ chả cá và chả tôm trong tủ lạnh để đảm bảo độ tươi và dai của chả.Nấu nước dùng thật sôi khi trụng chả để đảm bảo độ nóng giúp chả chín kỹ.Sử dụng hải sản thật tươi để đảm bảo hương vị và chất lượng món ăn.,,"Đối tượng sử dụng thực đơn là những người làm công việc lao động trí óc, học sinh trong mùa thi, người có các biểu hiện của tình trạng giảm hoạt động trí não như nhức đầu, mệt mỏi, buồn ngủ…Khẩu phần ăn giảm năng lượng chung và giảm béo, tăng chất bột đường và các vitamin tan trong nước.Món ăn cần được áp dụng cùng lúc với thực đơn ngày kèm theo, không ăn nhiều hơn lượng đã được tính toán tránh nguy cơ tăng cân và tăng khối mỡ.Mỗi ngày cần tập luyện các môn thể dục tốc độ nhanh như chạy bộ, bơi lội trong 45-60 phút và cần thêm 10-15 phút hít thở sâu.Giấc ngủ sâu trong đêm rất quan trọng, cần ngủ sớm trước 22g và ngủ đủ trên 6 giờ mỗi đêm."
Lẩu gà cơm mẻ,"Gà tre  	1 con (1,2kg), Mẻ 	5M, Hành tím bào 	50g, Ớt đỏ sừng	5 trái, Cà chua	1 trái, Riềng	1M, Sả	4 cây, Rau nêm : Lá quế, ngò rí, hành lá, Ăn kèm : Bún, rau quế, hành lá, cải con, nấm rơm, nước mắm ớt, rau cần nước, rau nhút, rau muống, hành lá, thì là., Gia vị: Dầu ăn, đường, nước mắm, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Gà, Gà tre  	1 con (1,2kg), Mẻ 	5M, Hành tím bào 	50g, Ớt đỏ sừng	5 trái, Cà chua	1 trái, Riềng	1M, Sả	4 cây, Rau nêm : Lá quế, ngò rí, hành lá, Ăn kèm : Bún, rau quế, hành lá, cải con, nấm rơm, nước mắm ớt, rau cần nước, rau nhút, rau muống, hành lá, thì là., Gia vị: Dầu ăn, đường, nước mắm, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Gà",,"Phi thơm hành tím, ớt sừng, riềng, sả với dầu ăn, xào gà săn, nêm 1M đường, 2M nước mắm, 1m Bột ngọt AJI-NO-MOTO®, 1/2M Hạt nêm Aji-ngon® Gà, tiếp tục xào cho thịt gà dậy mùi thơm, thêm 1 lít nước lọc vào nấu sôi vớt bọt để nhỏ lửa, cho phần mẻ còn lại vào khuấy đều, nấu thêm 5 phút, cho cà chua vào, tắt lửa thêm hành lá, ngò rí, rau quế vào.",,Nếu không mua được gà tre thì dùng gà ta nấu cũng rất ngon.Ướp mẻ và gia vị vào gà trước để thịt gà thấm gia vị và thơm khi ăn món lẩu.Tán mẻ qua rây để tạo độ sánh mịn cho nước lẩu.,,
Miến xào nghêu tay cầm,"Nghêu : 1 kg, Cải thảo :  2 lá, Cà rốt : 1/3 củ, Miến dong : 100g, Lá quế : 2 nhánh, Đầu hành lá, ớt sừng cắt sợi, hành, tỏi băm, Nước mắm, tiêu, đường, dầu ăn, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Heo, Nghêu : 1 kg, Cải thảo :  2 lá, Cà rốt : 1/3 củ, Miến dong : 100g, Lá quế : 2 nhánh, Đầu hành lá, ớt sừng cắt sợi, hành, tỏi băm, Nước mắm, tiêu, đường, dầu ăn, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Heo",,,,Khi xào miến dùng đũa đánh tơi liên tục để miến không bị bết dính và thấm đều gia vị.Cho lá quế vào giai đoạn cuối cùng để lá quế giữ màu xanh và mùi thơm.Tham khảo thêmcác món xào ngontừ chương trình.,,
Salad cá hồi sốt tôm khô,"Cá hồi phi lê  300g, Tôm khô 20g, Xà lách gai 200g, cà chua bi 100g, Dưa leo 100g, Trứng gà luộc 2 quả, Cần tây 100g, Bắp mĩ hạt 50g, Hành tây 100g, Chanh 1/2 trái, Mật ong 5g, Tương cà 28g, Tương ớt 14g, Tiêu đen, Muối, Dầu ăn, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Cá hồi phi lê  300g, Tôm khô 20g, Xà lách gai 200g, cà chua bi 100g, Dưa leo 100g, Trứng gà luộc 2 quả, Cần tây 100g, Bắp mĩ hạt 50g, Hành tây 100g, Chanh 1/2 trái, Mật ong 5g, Tương cà 28g, Tương ớt 14g, Tiêu đen, Muối, Dầu ăn, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản","300g Cá hồi phi lê ướp cùng 1/4m muối, 1/2m tiêu và 1m nước cốt chanh, cho vào ngăn mát tủ lạnh 30 phút cho thấm gia vị",,"Xếp xà lách, hành tây, dưa leo, cà chua, cần tây, lòng trắng trứng gà, bắp mĩ, húng lủi, cùng cá hồi vào đĩa rồi cho sốt vào",Dùng tôm khô để làm xốt salad giúp tạo hương vị đặc trưng cho món ăn.Ướp cá với nước cốt chanh giúp cá thơm và khử tanh.Làm lạnh xốt trước khi trộn giúp tăng vị ngon cho món ăn.,"THỰC ĐƠN BỔ MÁU
2100 kcal. G:P:L=52:18:30
BỮA ĂN | NĂNG LƯỢNG | MÓN ĂN | THÀNH PHẦN NGUYÊN LIỆU
Sáng | 600 | Phở Bò | 1 khẩu phần
Tráng miệng: Chuối | 1 trái
Phụ 1 | 150 | Bánh quy | 1 cái
Trưa | 650 | Canh Nấm Hạt Sen | 1 khẩu phần
Gà Xào Chẩm Chéo | 1/2 khẩu phần
Bí nhồi thịt kho | 1 khẩu phần
Cơm | 1.5 chén
Tráng miệng: Lựu | 1 trái
Phụ 2 | 150 | Yaourt phô mai | 1 hủ
Tối | 550 | Salad cá hồi sốt tôm khô (260 kcal)
Mì ý xốt nấm | 1 khẩu phần
Trái cây: Thanh long | 1/4 trái",
Bánh bèo,"Tôm sú sống: 200g, Bóng bì: 10g, Hành lá: 200g, Bột gạo lọc: 1 chén, Bột năng: 1M, Nước ấm: 2 chén, Ớt xanh: 3 trái, Muối, đường, nước mắm, dầu ăn, Bột ngọt AJI-NO-MOTO®, Tôm sú sống: 200g, Bóng bì: 10g, Hành lá: 200g, Bột gạo lọc: 1 chén, Bột năng: 1M, Nước ấm: 2 chén, Ớt xanh: 3 trái, Muối, đường, nước mắm, dầu ăn, Bột ngọt AJI-NO-MOTO®",,,,"Làm dầu hành: Cho thêm dầu nguội vào để giữ màu xanh và độ giòn của hành lá.Chọn miếng bóng bì mỏng, có màu vàng sáng và không bị gắt dầu.",,
Bò nấu trái cây,"Giò sống    200g, Trứng cút    12 quả, Thịt bò phi lê      400g, Jambon có da    100g, Cà chua bi      50g, Nho xanh     100g, Bắp trái non     30g, Củ năng      50g, Cà chua cắt hạt lựu nhỏ (bỏ hạt)       1 chén, Nước dừa tươi      1 trái, Nước thơm ép     1 chén, Hành tím củ    50g, Nước hành tỏi, Bột demi-glace, cà paste, rượu vang đỏ, bột năng, Muối, tiêu, bơ, dầu ăn, Hạt nêm Aji-ngon® Heo, Bột ngọt AJI-NO-MOTO®, Giò sống    200g, Trứng cút    12 quả, Thịt bò phi lê      400g, Jambon có da    100g, Cà chua bi      50g, Nho xanh     100g, Bắp trái non     30g, Củ năng      50g, Cà chua cắt hạt lựu nhỏ (bỏ hạt)       1 chén, Nước dừa tươi      1 trái, Nước thơm ép     1 chén, Hành tím củ    50g, Nước hành tỏi, Bột demi-glace, cà paste, rượu vang đỏ, bột năng, Muối, tiêu, bơ, dầu ăn, Hạt nêm Aji-ngon® Heo, Bột ngọt AJI-NO-MOTO®",,"Cho 3M dầu vào chảo chiên cho thịt hơi sém, gắp ra. Cho tiếp xác hành tỏi vào phi thơm, thêm 1M cà paste, 1 chén cà chua cắt hạt lựu, 1M demi-glace vào với chén nước, 2/3 chén rượu vang đỏ và các cuốn thịt vào om 5 phút cho thịt ngấm sốt. Tiếp tục thêm nước dừa tươi, củ năng, một ít nước bột năng, hành tím, bắp non, nước thơm và nêm 1/3m bột ngọt AJI-NO-MOTO®, 1/2m hạt nêm Aji-ngon®, 1/2m muối vào, nấu với lửa vừa, đậy nắp trong khoảng 20 phút, sau đó cho phần rượu vang đỏ còn lại vào, thêm cà chua bi, nho nấu thêm 2 phút, tắt lửa.","Lấy cuốn bò ra, để nguội, cắt bỏ chỉ, rút bỏ que xiên trứng, cắt khoanh dày 1cm. Xếp ra đĩa, cho xốt lên trên. Ăn kèm bánh mì và muối tiêu.",Dần thịt bò mỏng đều để khi nấu xong có tạo hình đẹp.Khi nấu với rượu vang nên cho vào 2 lần: trong lúc nấu và khi nấu gần xong để có hương vị rượu thơm ngon.,,
Gỏi bò rau mầm,"Thịt bò file  250g, Rau mầm  150g, Cà chua bi  100g, Hành tây tím  1 củ nhỏ, Ớt sừng cắt sợi  1 trái, Mè rang, bánh phồng tôm, Hành tím phi, tỏi băm, ớt băm, Đường, muối, tương ớt, dầu mè, dầu ăn, Bột ngọt AJI-NO-MOTO®, Nước tương ""Phú Sĩ"", Giấm gạo lên men ""Ajinomoto"", Thịt bò file  250g, Rau mầm  150g, Cà chua bi  100g, Hành tây tím  1 củ nhỏ, Ớt sừng cắt sợi  1 trái, Mè rang, bánh phồng tôm, Hành tím phi, tỏi băm, ớt băm, Đường, muối, tương ớt, dầu mè, dầu ăn, Bột ngọt AJI-NO-MOTO®, Nước tương ""Phú Sĩ"", Giấm gạo lên men ""Ajinomoto""",,,"Xếp phần rau mầm còn lại ra đĩa, rồi cho phần rau và thịt bò đã trộn lên, cuối cùng cho lượng thịt bò còn lại và rắc hành phi, mè rang lên trên. Khi ăn rưới thêm phần xốt còn lại và trộn đều, ăn kèm bánh phồng tôm.",Nước trộn gỏi thêm tương ớt giúp tạo độ bám lên các loại rau.,,
Kem vị trà Matcha Blendy,"Kem topping: 150g, Hạnh nhân lát: 1M, Bánh quế socola: 4 thanh, Blendy® Trà Matcha Sữa, Kem topping: 150g, Hạnh nhân lát: 1M, Bánh quế socola: 4 thanh, Blendy® Trà Matcha Sữa",,"Dùng máy đánh trứng đánh bông phần kem, sau đó cho hỗn hợp Blendy vào đánh đều. Để vào ngăn đông khoảng 4h.","Múc kem ra ly, trang trí với hạnh nhân lát và bánh quế. Món ăn ngon đi kèm:Bánh rán cam mật ong",Đánh bông kem rồi cho pha hỗn hợp Blendy để kem được bông xốp.Hỗn hợp blendy để thật nguội mới trộn vào kem để kem không bị chảy.,,
Thịt quay chay,"Chả lụa chay: 300g, Vỏ bánh mì: 1 cái, Nước cốt dừa: 1 chén, Bột gạo: 2M, 1 khuôn inox hình chữ nhật, Dầu điều, Muối, đường, bột năng, Nước tương LISA, Bột ngọt AJI-NO-MOTO®, Chả lụa chay: 300g, Vỏ bánh mì: 1 cái, Nước cốt dừa: 1 chén, Bột gạo: 2M, 1 khuôn inox hình chữ nhật, Dầu điều, Muối, đường, bột năng, Nước tương LISA, Bột ngọt AJI-NO-MOTO®",,,,Chọn bánh mì lớn và xốp để làm da heo chay.Khuấy bột không quá chín để làm mỡ heo dễ dàng hơn.,,
Bánh khọt lá cẩm nhân nấm hạt sen,"Bột bánh khọt: 1/2 gói 200g, Nước lá cẩm tím đặc: 1/2 chén 100 g, Nấm mỡ trắng, cà rốt cắt sợi: 150 g, 50g, Giá: 200 g, Hạt sen tươi: 200 g, Chân nấm chà bông: 100g, Nước cốt dừa: 150g, Nước dừa tươi: 1 chén, Nước mắm chay (Liên Thành): 3 M, Cọng ngò rí cắt nhỏ: 1 M, Mẹt tre lót lá sen nhỏ, Lá chuối, RAU NÊM:	Boaro cắt nhỏ, ĂN KÈM:	Các loại rau ăn bánh xèo, Gia vị: 	Đường, dầu ăn, ớt băm (xanh đỏ), đồ chua (cà rốt, củ sắn cắt sợi ngâm chua ngọt), Hạt nêm Aji-ngon® Nấm, Bột bánh khọt: 1/2 gói 200g, Nước lá cẩm tím đặc: 1/2 chén 100 g, Nấm mỡ trắng, cà rốt cắt sợi: 150 g, 50g, Giá: 200 g, Hạt sen tươi: 200 g, Chân nấm chà bông: 100g, Nước cốt dừa: 150g, Nước dừa tươi: 1 chén, Nước mắm chay (Liên Thành): 3 M, Cọng ngò rí cắt nhỏ: 1 M, Mẹt tre lót lá sen nhỏ, Lá chuối, RAU NÊM:	Boaro cắt nhỏ, ĂN KÈM:	Các loại rau ăn bánh xèo, Gia vị: 	Đường, dầu ăn, ớt băm (xanh đỏ), đồ chua (cà rốt, củ sắn cắt sợi ngâm chua ngọt), Hạt nêm Aji-ngon® Nấm",,,,"Giá (cắt ngắn) trộn vào bột giúp bột bánh xốp ngon.Cho ít bột vào khuôn, nghiêng khuôn để bột có rìa bánh giòn và mỏng.Pha bột trước 30 phút để bột nở xốp, bánh sẽ ngon hơn.",,
Nghêu nướng xốt me,"Nghêu to còn sống: 1.5 kg (cạy bỏ 1 lớp vỏ), Mỡ gáy: 50g, Đậu phộng rang: 50g, Nước thơm: 2 M, Mật ong: 2 M, Nước cốt me đặc: 3 M (mua loại me tách hột), Tiêu xanh: 1 M (đập giập), Ớt xanh đỏ băm: 2 m, RAU NÊM: Hành lá, Gia vị: nước mắm, muối, muối tiêu chanh, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Heo, Nghêu to còn sống: 1.5 kg (cạy bỏ 1 lớp vỏ), Mỡ gáy: 50g, Đậu phộng rang: 50g, Nước thơm: 2 M, Mật ong: 2 M, Nước cốt me đặc: 3 M (mua loại me tách hột), Tiêu xanh: 1 M (đập giập), Ớt xanh đỏ băm: 2 m, RAU NÊM: Hành lá, Gia vị: nước mắm, muối, muối tiêu chanh, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Heo","Cắt mỡ gáy thành miếng vuông cạnh 1 cm, đem thắng với 1 M nước. Hành lá cắt nhỏ, thêm ít muối, ít Bột ngọt AJI-NO-MOTO® cho vào chén. Mỡ thắng xong, đổ mỡ nóng đang sôi vào chén hành cho hành chín tới. Nhanh tay dùng đũa trộn đều.",,Món ăn ngon đi kèm:Lẩu riêu bắp bò,"Dùng nước thơm pha xốt tạo hương vị thơm ngon chomón ăn.Nướng nghêu với thời gian nhanh, cho nghêu se mặt và bốc khói thì nghêu đã chín.Chọn nghêu còn sống (miệng khép) chắc thịt (nặng tay), đều con để giúp món nghêu ngon hơn.",,
